id,dup_group,articleType_grouped,baseColour,gender,season,usage
1791,1791,Backpacks,Black,Unisex,Summer,Sports
1792,1792,Backpacks,Blue,Unisex,Summer,Sports
1793,1793,Backpacks,Green,Unisex,Summer,Travel
1795,1795,Backpacks,Black,Men,Fall,Sports
1796,1796,Tshirts,Blue,Men,Fall,Sports
1798,1798,Tshirts,Black,Men,Fall,Sports
1799,1799,Track Pants,White,Men,Summer,Sports
1800,1800,Backpacks,Black,Unisex,Summer,Sports
1802,1802,Sports Shoes,Brown,Men,Spring,Sports
1804,1804,Shorts,Black,Men,Fall,Sports
1805,1805,Casual Shoes,Beige,Men,Fall,Casual
1806,1806,Sandals,Brown,Men,Spring,Casual
1807,1807,Tshirts,Red,Men,Fall,Casual
1808,1808,Water Bottle,Purple,Unisex,Fall,Sports
1809,1809,Tshirts,Blue,Women,Fall,Sports
1810,1810,Tshirts,Red,Men,Fall,Sports
1811,1811,Tshirts,Orange,Men,Fall,Sports
1813,1813,Tshirts,Blue,Men,Fall,Sports
1814,1814,Tshirts,Brown,Men,Fall,Sports
1827,1827,Sports Shoes,White,Men,Fall,Sports
1828,1828,Sports Shoes,White,Men,Fall,Sports
1831,1831,Sports Shoes,Black,Men,Fall,Sports
1832,1832,Sports Shoes,Black,Men,Fall,Sports
1833,1833,Sports Shoes,Black,Men,Fall,Sports
1836,1836,Sports Shoes,Silver,Men,Fall,Sports
1841,1841,Sports Shoes,White,Men,Fall,Sports
1844,1844,Tshirts,Blue,Men,Summer,Casual
1846,1846,Tshirts,Blue,Men,Summer,Casual
1847,1847,Tshirts,Blue,Men,Summer,Casual
1848,1848,Tshirts,Black,Men,Summer,Casual
1849,1849,Tshirts,White,Men,Summer,Casual
1852,1852,Tshirts,Blue,Men,Summer,Casual
1854,1854,Tshirts,Purple,Men,Summer,Casual
1855,1855,Tshirts,Grey,Men,Summer,Casual
1856,1856,Tshirts,Red,Men,Summer,Casual
1859,1859,Tshirts,Red,Men,Summer,Casual
1860,1860,Tshirts,Grey,Men,Summer,Casual
1861,1861,Tshirts,White,Men,Summer,Casual
1862,1862,Tshirts,Grey,Men,Summer,Casual
1863,1863,Tshirts,Black,Men,Summer,Casual
1865,1865,Tshirts,White,Men,Summer,Casual
1867,1867,Tshirts,Blue,Men,Summer,Casual
1868,1868,Tshirts,White,Men,Summer,Casual
1869,1869,Tshirts,Navy Blue,Men,Winter,Casual
1870,1870,Tshirts,Black,Men,Winter,Casual
1872,1872,Tshirts,White,Men,Winter,Casual
1875,1875,Tshirts,Green,Men,Winter,Casual
1876,1876,Tshirts,White,Men,Winter,Casual
1877,1877,Tshirts,Grey,Men,Winter,Casual
1879,1879,Tshirts,Red,Men,Winter,Casual
1880,1880,Tshirts,Black,Men,Winter,Casual
1881,1881,Tshirts,Grey,Men,Winter,Casual
1883,1883,Track Pants,Grey,Men,Winter,Casual
1884,1884,Track Pants,Navy Blue,Men,Winter,Casual
1885,1885,Shorts,Grey,Men,Winter,Casual
1886,1886,Tshirts,Grey,Men,Winter,Casual
1887,1887,Tshirts,Green,Men,Winter,Casual
1890,1890,Tshirts,Red,Men,Winter,Casual
1892,1892,Sweatshirts,Blue,Men,Winter,Casual
1895,1895,Sweatshirts,Black,Men,Winter,Casual
1897,1897,Tshirts,Blue,Men,Winter,Sports
1903,1903,Tshirts,Yellow,Men,Winter,Sports
1904,1904,Tshirts,Blue,Men,Winter,Sports
1906,1906,Tshirts,Cream,Men,Winter,Casual
1907,1907,Tshirts,Black,Men,Fall,Sports
1909,1909,Tshirts,Blue,Men,Fall,Sports
1910,1910,Tshirts,Black,Men,Fall,Sports
1911,1911,Tshirts,Blue,Men,Fall,Sports
1912,1912,Tshirts,White,Men,Fall,Sports
1913,1913,Tshirts,Black,Men,Fall,Sports
1915,1915,Accessories,Yellow,Unisex,Summer,Casual
1917,1917,Casual Shoes,White,Men,Fall,Casual
1918,1918,Backpacks,Blue,Unisex,Fall,Sports
1922,1922,Tshirts,Black,Men,Fall,Sports
1923,1923,Sports Shoes,White,Women,Fall,Sports
1924,1924,Tshirts,White,Men,Fall,Sports
1925,1925,Backpacks,Black,Unisex,Fall,Sports
1926,1926,Tshirts,Blue,Men,Fall,Casual
1927,1927,Backpacks,Navy Blue,Unisex,Summer,Sports
1928,1928,Tshirts,Green,Men,Fall,Casual
1929,1929,Sports Shoes,Black,Men,Fall,Sports
1930,1930,Backpacks,Red,Unisex,Fall,Sports
1931,1931,Tshirts,Navy Blue,Men,Fall,Casual
1932,1932,Casual Shoes,Grey,Women,Fall,Casual
1933,1933,Backpacks,Grey,Unisex,Fall,Sports
1934,1934,Backpacks,Purple,Unisex,Summer,Sports
1935,1935,Backpacks,Black,Unisex,Summer,Sports
1936,1936,Backpacks,Brown,Unisex,Fall,Sports
1937,1937,Sports Shoes,Black,Women,Fall,Sports
1938,1938,Tshirts,Blue,Men,Fall,Casual
1939,1939,Handbags,Blue,Women,Summer,Sports
1941,1941,Handbags,Brown,Women,Summer,Sports
1943,1943,Duffel Bag,Grey,Unisex,Summer,Casual
1944,1944,Tshirts,Blue,Men,Fall,Casual
1945,1945,Tshirts,Green,Men,Fall,Sports
1946,1946,Tshirts,Green,Men,Fall,Casual
1947,1947,Tshirts,Blue,Men,Fall,Sports
1948,1948,Tshirts,Black,Men,Fall,Casual
1949,1949,Tshirts,White,Men,Fall,Casual
1950,1950,Tshirts,Black,Men,Fall,Casual
1951,1951,Sports Shoes,Purple,Women,Fall,Sports
1963,1963,Sports Shoes,White,Men,Fall,Sports
1964,1964,Casual Shoes,Blue,Men,Winter,Casual
1966,1966,Tshirts,Black,Men,Summer,Casual
1972,1972,Tshirts,White,Men,Fall,Sports
1976,1976,Shorts,White,Men,Summer,Casual
1977,1977,Shorts,Grey,Men,Summer,Casual
1978,1978,Tops,Yellow,Women,Fall,Casual
1981,1981,Shorts,Green,Women,Fall,Casual
1982,1982,Shorts,Purple,Women,Fall,Casual
1983,1983,Tshirts,Blue,Women,Fall,Casual
1984,1984,Tshirts,White,Women,Fall,Sports
1985,1985,Tshirts,Red,Women,Fall,Casual
1986,1986,Tshirts,Blue,Women,Fall,Sports
1988,1988,Tshirts,Red,Women,Fall,Sports
1989,1989,Tshirts,Black,Women,Fall,Sports
1990,1990,Tshirts,Green,Women,Summer,Sports
1991,1991,Tshirts,Blue,Women,Fall,Casual
1992,1992,Tshirts,Yellow,Men,Fall,Sports
1994,1994,Tshirts,Yellow,Women,Fall,Sports
1995,1995,Tshirts,Red,Men,Fall,Casual
1996,1996,Tshirts,Grey,Men,Fall,Sports
1997,1997,Shorts,Grey,Men,Fall,Sports
1998,1998,Tshirts,Black,Men,Fall,Sports
1999,1999,Track Pants,Grey,Men,Fall,Casual
2001,2001,Tshirts,Grey,Men,Fall,Sports
2002,2002,Tshirts,Yellow,Women,Fall,Sports
2003,2003,Tshirts,Blue,Men,Fall,Casual
2004,2004,Tshirts,Red,Men,Fall,Sports
2005,2005,Tshirts,Black,Men,Fall,Casual
2006,2006,Tshirts,White,Men,Fall,Casual
2007,2007,Tshirts,Black,Men,Fall,Casual
2008,2008,Tshirts,Blue,Men,Fall,Sports
2009,2009,Tshirts,White,Men,Fall,Casual
2011,2011,Tshirts,Blue,Men,Fall,Casual
2012,2012,Tshirts,White,Men,Fall,Sports
2014,2014,Tshirts,Yellow,Men,Fall,Sports
2023,2023,Tshirts,Grey,Men,Fall,Sports
2024,2024,Tshirts,Red,Men,Fall,Casual
2025,2025,Tshirts,Grey,Men,Fall,Sports
2027,2027,Tshirts,Blue,Men,Fall,Sports
2028,2028,Tshirts,Navy Blue,Men,Fall,Casual
2029,2029,Tshirts,Blue,Men,Fall,Sports
2030,2030,Tshirts,Black,Men,Fall,Sports
2031,2031,Jackets,Black,Men,Fall,Sports
2032,2032,Tshirts,White,Men,Fall,Sports
2034,2034,Tshirts,Black,Men,Fall,Sports
2037,2037,Tshirts,Black,Men,Fall,Sports
2038,2038,Tshirts,Black,Men,Fall,Casual
2039,2039,Tshirts,White,Men,Fall,Sports
2040,2040,Tshirts,White,Men,Fall,Casual
2042,2042,Tshirts,White,Men,Fall,Sports
2044,2044,Tshirts,White,Men,Fall,Casual
2045,2045,Tshirts,Black,Men,Fall,Sports
2046,2046,Tshirts,Blue,Men,Fall,Casual
2047,2047,Tshirts,Navy Blue,Men,Fall,Sports
2048,2048,Tshirts,Black,Men,Fall,Sports
2049,2049,Tshirts,White,Men,Summer,Sports
2050,2050,Shirts,Black,Men,Winter,Casual
2051,2051,Tshirts,Cream,Men,Winter,Casual
2053,2053,Tshirts,Grey,Men,Fall,Casual
2054,2054,Tshirts,Maroon,Men,Winter,Casual
2056,2056,Tshirts,Grey,Men,Winter,Casual
2057,2057,Tshirts,Orange,Men,Winter,Casual
2060,2060,Tshirts,Navy Blue,Men,Winter,Casual
2061,2061,Tshirts,Blue,Men,Winter,Casual
2065,2065,Tshirts,Black,Women,Fall,Sports
2069,2069,Tshirts,White,Women,Fall,Sports
2078,2078,Tshirts,Black,Women,Fall,Sports
2089,2089,Tshirts,Purple,Men,Fall,Sports
2090,2090,Tshirts,Black,Men,Fall,Sports
2091,2091,Tshirts,Maroon,Men,Fall,Sports
2092,2092,Tshirts,Blue,Men,Fall,Sports
2094,2094,Shirts,White,Men,Winter,Casual
2097,2097,Shirts,Blue,Men,Winter,Casual
2098,2098,Shirts,White,Men,Winter,Casual
2099,2099,Shirts,White,Men,Winter,Casual
2100,2100,Shirts,Brown,Men,Winter,Casual
2102,2102,Shirts,White,Men,Winter,Casual
2103,2103,Shirts,White,Men,Winter,Casual
2105,2105,Track Pants,Black,Men,Fall,Sports
2106,2106,Shorts,Navy Blue,Men,Fall,Sports
2107,2107,Shorts,Navy Blue,Men,Fall,Sports
2108,2108,Shorts,Black,Men,Fall,Sports
2109,2109,Track Pants,Black,Women,Fall,Sports
2110,2110,Track Pants,Tan,Women,Fall,Sports
2111,2111,Track Pants,Black,Women,Fall,Sports
2112,2112,Track Pants,Black,Women,Fall,Sports
2113,2113,Track Pants,Grey,Women,Fall,Sports
2114,2114,Track Pants,Black,Women,Fall,Sports
2115,2115,Track Pants,Black,Men,Fall,Sports
2118,2118,Track Pants,Black,Men,Fall,Sports
2119,2119,Shirts,Pink,Women,Winter,Casual
2121,2121,Shirts,Black,Women,Winter,Casual
2122,2122,Tops,Black,Women,Winter,Casual
2124,2124,Tshirts,Black,Women,Winter,Casual
2127,2127,Shirts,Red,Men,Spring,Casual
2128,2128,Shirts,White,Men,Spring,Casual
2129,2129,Shirts,Green,Men,Spring,Casual
2131,2131,Shirts,Blue,Men,Summer,Casual
2133,2133,Shirts,Black,Men,Spring,Casual
2134,2134,Shirts,Purple,Men,Spring,Casual
2135,2135,Shirts,Red,Men,Spring,Casual
2138,2138,Shirts,Green,Men,Spring,Casual
2139,2139,Tshirts,White,Men,Spring,Casual
2141,2141,Tshirts,Green,Men,Spring,Casual
2142,2142,Tshirts,Grey,Men,Spring,Casual
2143,2143,Tshirts,Navy Blue,Men,Spring,Casual
2144,2144,Tshirts,Pink,Men,Spring,Casual
2145,2145,Tshirts,Green,Men,Spring,Casual
2146,2146,Tshirts,Purple,Men,Spring,Casual
2147,2147,Tshirts,Orange,Men,Spring,Casual
2148,2148,Tshirts,Green,Men,Spring,Casual
2149,2149,Tshirts,White,Men,Spring,Casual
2151,2151,Tshirts,White,Men,Spring,Casual
2152,2152,Tshirts,White,Men,Spring,Casual
2154,2154,Tshirts,White,Men,Spring,Casual
2155,2155,Tshirts,Green,Men,Spring,Casual
2157,2157,Tshirts,Yellow,Men,Spring,Casual
2158,2158,Tshirts,Red,Men,Spring,Casual
2159,2159,Tshirts,Green,Men,Spring,Casual
2160,2160,Tshirts,Red,Men,Spring,Casual
2161,2161,Tshirts,Blue,Men,Spring,Casual
2162,2162,Shirts,Blue,Men,Spring,Casual
2163,2163,Shirts,Red,Men,Summer,Casual
2165,2165,Shirts,Blue,Men,Summer,Casual
2166,2166,Shirts,Blue,Men,Summer,Casual
2167,2167,Shirts,Blue,Men,Summer,Casual
2169,2169,Shirts,Red,Men,Summer,Casual
2171,2171,Tshirts,Brown,Men,Summer,Casual
2172,2172,Tshirts,Navy Blue,Men,Summer,Casual
2176,2176,Tshirts,Blue,Men,Spring,Casual
2179,2179,Tshirts,Grey,Men,Spring,Casual
2180,2180,Tshirts,Orange,Men,Summer,Casual
2181,2181,Tshirts,Blue,Men,Summer,Casual
2182,2182,Tshirts,Yellow,Men,Summer,Casual
2183,2183,Tshirts,Grey,Men,Spring,Casual
2184,2184,Tshirts,Blue,Men,Summer,Casual
2185,2185,Tshirts,Yellow,Men,Spring,Casual
2189,2189,Tshirts,Grey,Men,Fall,Sports
2190,2190,Track Pants,Grey,Men,Fall,Sports
2191,2191,Shorts,Blue,Men,Fall,Sports
2192,2192,Shorts,White,Men,Fall,Sports
2193,2193,Shorts,Navy Blue,Men,Fall,Sports
2194,2194,Tshirts,Black,Men,Fall,Sports
2196,2196,Sports Shoes,White,Men,Fall,Sports
2197,2197,Sports Shoes,White,Men,Fall,Sports
2199,2199,Casual Shoes,Blue,Women,Fall,Casual
2200,2200,Tshirts,Red,Men,Fall,Sports
2201,2201,Tshirts,Black,Men,Fall,Sports
2202,2202,Tshirts,White,Men,Fall,Sports
2203,2203,Tshirts,Blue,Men,Fall,Sports
2204,2204,Tshirts,Black,Men,Fall,Sports
2205,2205,Tshirts,White,Men,Fall,Sports
2208,2208,Flip Flops,Black,Men,Fall,Casual
2210,2210,Tshirts,Black,Men,Fall,Sports
2212,2212,Tshirts,Green,Men,Fall,Casual
2213,2213,Sandals,Brown,Men,Fall,Casual
2214,2214,Socks,Black,Women,Fall,Sports
2215,2215,Sandals,Olive,Men,Fall,Sports
2216,2216,Socks,Beige,Women,Fall,Sports
2219,2219,Casual Shoes,Black,Men,Fall,Casual
2220,2220,Sandals,Black,Men,Fall,Sports
2221,2221,Backpacks,Blue,Unisex,Summer,Sports
2223,2223,Track Pants,Black,Women,Fall,Sports
2224,2224,Sandals,Green,Men,Fall,Casual
2225,2225,Sandals,Black,Men,Fall,Sports
2226,2226,Track Pants,Black,Women,Fall,Sports
2227,2227,Sandals,Grey,Men,Fall,Sports
2230,2230,Sandals,Black,Men,Fall,Casual
2232,2232,Tshirts,White,Men,Fall,Casual
2233,2233,Sandals,Black,Men,Fall,Casual
2234,2234,Tshirts,Black,Men,Fall,Casual
2235,2235,Sandals,Black,Men,Fall,Sports
2238,2238,Flip Flops,Black,Men,Fall,Casual
2239,2239,Tshirts,Purple,Men,Fall,Sports
2240,2240,Tshirts,Blue,Men,Fall,Casual
2242,2242,Tshirts,Blue,Men,Fall,Casual
2243,2243,Tshirts,White,Men,Fall,Sports
2244,2244,Tshirts,Black,Women,Fall,Casual
2245,2245,Tshirts,White,Women,Fall,Sports
2246,2246,Backpacks,Black,Unisex,Summer,Sports
2247,2247,Apparel Set,Purple,Women,Winter,Sports
2248,2248,Flip Flops,Black,Men,Fall,Sports
2249,2249,Backpacks,Blue,Unisex,Summer,Sports
2250,2250,Flip Flops,Red,Men,Fall,Casual
2251,2251,Flip Flops,Brown,Men,Fall,Casual
2252,2252,Tshirts,Black,Men,Fall,Casual
2253,2253,Tshirts,Yellow,Men,Fall,Sports
2254,2254,Tshirts,Purple,Women,Fall,Casual
2255,2255,Track Pants,Brown,Men,Fall,Sports
2256,2256,Tshirts,Blue,Men,Fall,Casual
2257,2257,Tshirts,White,Men,Fall,Sports
2259,2259,Tshirts,Blue,Men,Fall,Sports
2262,2262,Backpacks,Pink,Unisex,Fall,Sports
2263,2263,Backpacks,Black,Unisex,Fall,Sports
2264,2264,Backpacks,Black,Unisex,Fall,Sports
2266,2266,Tshirts,Green,Women,Fall,Sports
2267,2267,Tshirts,Pink,Women,Fall,Sports
2268,2268,Sweatshirts,Grey,Women,Fall,Sports
2270,2270,Tshirts,Pink,Women,Fall,Casual
2271,2271,Tshirts,Red,Men,Fall,Sports
2274,2274,Tshirts,White,Men,Fall,Sports
2275,2275,Tshirts,White,Men,Fall,Sports
2279,2279,Tshirts,Red,Men,Fall,Sports
2283,2283,Tshirts,Black,Men,Spring,Sports
2284,2284,Tshirts,Yellow,Men,Fall,Sports
2285,2285,Tshirts,Purple,Men,Fall,Sports
2287,2287,Tshirts,White,Men,Summer,Casual
2288,2288,Tshirts,Black,Women,Fall,Sports
2289,2289,Tshirts,Blue,Women,Fall,Sports
2290,2290,Tshirts,Pink,Women,Fall,Sports
2293,2293,Tshirts,Pink,Women,Fall,Casual
2294,2294,Tops,White,Women,Fall,Sports
2295,2295,Tshirts,Pink,Women,Fall,Sports
2296,2296,Tshirts,Black,Women,Fall,Sports
2297,2297,Tshirts,Pink,Women,Fall,Sports
2299,2299,Tshirts,Purple,Women,Fall,Sports
2300,2300,Tshirts,Pink,Women,Fall,Sports
2301,2301,Tshirts,White,Men,Fall,Sports
2303,2303,Tshirts,Pink,Women,Fall,Sports
2304,2304,Tshirts,Red,Men,Summer,Sports
2305,2305,Tshirts,Blue,Women,Fall,Sports
2306,2306,Capris,Black,Women,Fall,Sports
2307,2307,Tshirts,Purple,Women,Fall,Sports
2309,2309,Tshirts,Blue,Women,Fall,Sports
2312,2312,Tshirts,White,Men,Fall,Sports
2313,2313,Tshirts,White,Women,Fall,Sports
2314,2314,Tshirts,Black,Men,Fall,Sports
2315,2315,Tshirts,Pink,Women,Fall,Sports
2316,2316,Tshirts,Green,Men,Fall,Sports
2317,2317,Tshirts,White,Men,Fall,Casual
2319,2319,Tshirts,Orange,Men,Fall,Sports
2320,2320,Tshirts,Black,Men,Summer,Sports
2321,2321,Tshirts,White,Men,Fall,Casual
2322,2322,Tshirts,White,Women,Fall,Sports
2323,2323,Tshirts,White,Men,Fall,Casual
2325,2325,Tshirts,Black,Men,Fall,Casual
2326,2326,Tshirts,White,Men,Fall,Casual
2327,2327,Tshirts,White,Men,Fall,Casual
2328,2328,Tshirts,White,Men,Fall,Casual
2329,2329,Tshirts,Grey,Men,Fall,Casual
2330,2330,Tshirts,Black,Men,Fall,Casual
2332,2332,Tshirts,White,Men,Fall,Casual
2333,2333,Tshirts,Blue,Men,Fall,Casual
2335,2335,Tshirts,Blue,Men,Fall,Casual
2337,2337,Tshirts,Grey,Men,Fall,Casual
2338,2338,Tshirts,White,Men,Fall,Casual
2340,2340,Tshirts,Purple,Men,Fall,Casual
2341,2341,Tshirts,Black,Men,Fall,Casual
2343,2343,Tshirts,Green,Men,Fall,Casual
2346,2346,Tshirts,Blue,Men,Fall,Casual
2347,2347,Tshirts,White,Men,Fall,Casual
2349,2349,Tshirts,Red,Men,Fall,Casual
2353,2353,Sports Shoes,Grey,Men,Summer,Sports
2354,2354,Sports Equipment,Black,Unisex,Winter,Sports
2356,2356,Sports Equipment,Black,Unisex,Winter,Sports
2357,2357,Accessories,White,Men,Fall,Sports
2358,2358,Caps,Red,Men,Winter,Sports
2360,2360,Caps,White,Unisex,Summer,Sports
2361,2361,Caps,Black,Men,Summer,Sports
2362,2362,Caps,Black,Unisex,Summer,Sports
2363,2363,Backpacks,Black,Unisex,Summer,Sports
2364,2364,Caps,Blue,Unisex,Fall,Sports
2365,2365,Handbags,Pink,Women,Spring,Sports
2367,2367,Formal Shoes,Brown,Men,Winter,Formal
2368,2368,Casual Shoes,Brown,Men,Winter,Casual
2369,2369,Casual Shoes,Brown,Men,Winter,Casual
2370,2370,Formal Shoes,Black,Men,Winter,Formal
2371,2371,Casual Shoes,Brown,Men,Winter,Casual
2372,2372,Formal Shoes,Black,Men,Winter,Formal
2374,2374,Casual Shoes,Brown,Men,Winter,Casual
2376,2376,Casual Shoes,Brown,Men,Winter,Casual
2377,2377,Formal Shoes,Black,Men,Winter,Formal
2378,2378,Formal Shoes,Black,Men,Winter,Formal
2379,2379,Formal Shoes,Black,Men,Winter,Formal
2380,2380,Casual Shoes,Black,Men,Winter,Casual
2381,2381,Formal Shoes,Brown,Men,Winter,Formal
2382,2382,Formal Shoes,Black,Men,Winter,Formal
2385,2385,Casual Shoes,Brown,Men,Winter,Casual
2387,2387,Casual Shoes,Black,Men,Winter,Casual
2388,2388,Casual Shoes,Brown,Men,Winter,Casual
2389,2389,Casual Shoes,White,Men,Winter,Casual
2390,2390,Casual Shoes,Black,Men,Winter,Casual
2391,2391,Formal Shoes,Black,Men,Winter,Formal
2394,2394,Casual Shoes,Black,Men,Winter,Casual
2396,2396,Casual Shoes,Black,Men,Winter,Casual
2399,2399,Casual Shoes,Black,Men,Winter,Casual
2401,2401,Tshirts,White,Men,Fall,Sports
2402,2402,Tshirts,Black,Men,Fall,Sports
2403,2403,Tshirts,Blue,Men,Fall,Sports
2467,2467,Caps,White,Men,Summer,Casual
2474,2474,Sports Shoes,Black,Men,Fall,Sports
2478,2478,Tshirts,Green,Men,Fall,Casual
2484,2484,Tshirts,White,Women,Fall,Sports
2485,2485,Tshirts,Purple,Women,Fall,Sports
2487,2487,Sandals,Black,Men,Fall,Casual
2488,2488,Sports Sandals,Black,Men,Fall,Casual
2489,2489,Sports Shoes,White,Women,Fall,Sports
2490,2490,Casual Shoes,White,Women,Summer,Casual
2491,2491,Tshirts,Blue,Men,Fall,Sports
2492,2492,Tshirts,Yellow,Men,Fall,Casual
2493,2493,Tshirts,White,Men,Fall,Casual
2494,2494,Flip Flops,White,Men,Fall,Casual
2495,2495,Casual Shoes,Black,Men,Fall,Casual
2496,2496,Casual Shoes,Black,Men,Fall,Casual
2497,2497,Casual Shoes,Black,Men,Fall,Casual
2498,2498,Casual Shoes,Black,Men,Fall,Casual
2499,2499,Casual Shoes,Grey,Men,Fall,Casual
2500,2500,Casual Shoes,Navy Blue,Men,Fall,Casual
2501,2501,Casual Shoes,Red,Men,Fall,Casual
